0 -> 2832.75152567941 : Auxonne, Ahuy, Dijon, Vix, Saulieu, Bligny-sur, Normier, Semur-en-A, Vitteaux, Blaisy-Bas, Saussy, Saint-Juli, Baigneux-l, Nan-sous-T, Marsannay-, Clamerey, Pommard, Pontailler, Is-sur-Til, Brazey-en-, Montbard, Saulon-la-, Seurre, Leuglay, Laignes, Saint-Apol, Losne, Chenove, Marsannay-, Genlis, Epagny, Fontangy, Beaune, Savigny-le, Vougeot, Marcigny-s, Arcenant, Chamboeuf, Pouilly-en, Aisy-sous-, Montigny-S, Vic-sous-T, Arnay-le-D, Dompierre-, Alise-Sain, Santenay, Curtil-Sai, Salives, Roilly, Arc-sur-Ti, Aisey-sur-, T, Selongey, Précy-sous, Mirebeau-s, Meursault, Nuits-Sain, Longvic, Brianny, Bierre-les, Braux, Noidan, Aloxe-Cort, Prenois, Fleurey-su, Quetigny
272 -> 1657.15084709193 : Prenois, Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Marsannay-, Fontangy, Semur-en-A, Vic-sous-T, Montbard, Brianny, Marsannay-, Saint-Apol, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Dijon, Chenove, Selongey, Salives, Saussy, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Nan-sous-T, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Savigny-le, Is-sur-Til, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Losne, Beaune, Vitteaux, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Noidan, Arnay-le-D, Meursault, Vougeot, T
273 -> 1657.15084709193 : Prenois, Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Marsannay-, Fontangy, Semur-en-A, Vic-sous-T, Montbard, Brianny, Marsannay-, Saint-Apol, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Dijon, Chenove, Selongey, Salives, Saussy, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Nan-sous-T, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Savigny-le, Is-sur-Til, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Losne, Beaune, Vitteaux, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Noidan, Arnay-le-D, Meursault, Vougeot, T
274 -> 1657.15084709193 : Prenois, Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Marsannay-, Fontangy, Semur-en-A, Vic-sous-T, Montbard, Brianny, Marsannay-, Saint-Apol, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Dijon, Chenove, Selongey, Salives, Saussy, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Nan-sous-T, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Savigny-le, Is-sur-Til, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Losne, Beaune, Vitteaux, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Noidan, Arnay-le-D, Meursault, Vougeot, T
275 -> 1657.15084709193 : Prenois, Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Marsannay-, Fontangy, Semur-en-A, Vic-sous-T, Montbard, Brianny, Marsannay-, Saint-Apol, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Dijon, Chenove, Selongey, Salives, Saussy, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Nan-sous-T, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Savigny-le, Is-sur-Til, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Losne, Beaune, Vitteaux, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Noidan, Arnay-le-D, Meursault, Vougeot, T
276 -> 1657.15084709193 : Prenois, Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Marsannay-, Fontangy, Semur-en-A, Vic-sous-T, Montbard, Brianny, Marsannay-, Saint-Apol, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Dijon, Chenove, Selongey, Salives, Saussy, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Nan-sous-T, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Savigny-le, Is-sur-Til, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Losne, Beaune, Vitteaux, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Noidan, Arnay-le-D, Meursault, Vougeot, T
277 -> 1648.18162674972 : Prenois, Marcigny-s, Laignes, Montbard, Dompierre-, Braux, Clamerey, Ahuy, Curtil-Sai, Marsannay-, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Marsannay-, Saint-Apol, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Savigny-le, Quetigny, Selongey, Longvic, Dijon, Chenove, Salives, Saussy, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Nan-sous-T, Noidan, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Losne, Beaune, Nuits-Sain, Vitteaux, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Arnay-le-D, Meursault, Vougeot, T
278 -> 1648.18162674972 : Prenois, Marcigny-s, Laignes, Montbard, Dompierre-, Braux, Clamerey, Ahuy, Curtil-Sai, Marsannay-, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Marsannay-, Saint-Apol, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Savigny-le, Quetigny, Selongey, Longvic, Dijon, Chenove, Salives, Saussy, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Nan-sous-T, Noidan, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Losne, Beaune, Nuits-Sain, Vitteaux, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Arnay-le-D, Meursault, Vougeot, T
279 -> 1648.18162674972 : Prenois, Marcigny-s, Laignes, Montbard, Dompierre-, Braux, Clamerey, Ahuy, Curtil-Sai, Marsannay-, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Marsannay-, Saint-Apol, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Savigny-le, Quetigny, Selongey, Longvic, Dijon, Chenove, Salives, Saussy, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Nan-sous-T, Noidan, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Losne, Beaune, Nuits-Sain, Vitteaux, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Arnay-le-D, Meursault, Vougeot, T
280 -> 1648.18162674972 : Prenois, Marcigny-s, Laignes, Montbard, Dompierre-, Braux, Clamerey, Ahuy, Curtil-Sai, Marsannay-, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Marsannay-, Saint-Apol, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Savigny-le, Quetigny, Selongey, Longvic, Dijon, Chenove, Salives, Saussy, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Nan-sous-T, Noidan, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Losne, Beaune, Nuits-Sain, Vitteaux, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Arnay-le-D, Meursault, Vougeot, T
281 -> 1648.18162674972 : Prenois, Marcigny-s, Laignes, Montbard, Dompierre-, Braux, Clamerey, Ahuy, Curtil-Sai, Marsannay-, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Marsannay-, Saint-Apol, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Savigny-le, Quetigny, Selongey, Longvic, Dijon, Chenove, Salives, Saussy, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Nan-sous-T, Noidan, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Losne, Beaune, Nuits-Sain, Vitteaux, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Arnay-le-D, Meursault, Vougeot, T
282 -> 1648.18162674972 : Prenois, Marcigny-s, Laignes, Montbard, Dompierre-, Braux, Clamerey, Ahuy, Curtil-Sai, Marsannay-, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Marsannay-, Saint-Apol, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Savigny-le, Quetigny, Selongey, Longvic, Dijon, Chenove, Salives, Saussy, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Nan-sous-T, Noidan, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Losne, Beaune, Nuits-Sain, Vitteaux, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Arnay-le-D, Meursault, Vougeot, T
283 -> 1648.18162674972 : Prenois, Marcigny-s, Laignes, Montbard, Dompierre-, Braux, Clamerey, Ahuy, Curtil-Sai, Marsannay-, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Marsannay-, Saint-Apol, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Savigny-le, Quetigny, Selongey, Longvic, Dijon, Chenove, Salives, Saussy, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Nan-sous-T, Noidan, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Losne, Beaune, Nuits-Sain, Vitteaux, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Arnay-le-D, Meursault, Vougeot, T
284 -> 1648.18162674972 : Prenois, Marcigny-s, Laignes, Montbard, Dompierre-, Braux, Clamerey, Ahuy, Curtil-Sai, Marsannay-, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Marsannay-, Saint-Apol, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Savigny-le, Quetigny, Selongey, Longvic, Dijon, Chenove, Salives, Saussy, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Nan-sous-T, Noidan, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Losne, Beaune, Nuits-Sain, Vitteaux, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Arnay-le-D, Meursault, Vougeot, T
285 -> 1599.71438896612 : Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Marsannay-, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Nan-sous-T, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Savigny-le, Is-sur-Til, Dijon, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Noidan, Arnay-le-D, Meursault, Vougeot, T
286 -> 1599.71438896612 : Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Marsannay-, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Nan-sous-T, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Savigny-le, Is-sur-Til, Dijon, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Noidan, Arnay-le-D, Meursault, Vougeot, T
287 -> 1599.71438896612 : Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Marsannay-, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Nan-sous-T, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Savigny-le, Is-sur-Til, Dijon, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Noidan, Arnay-le-D, Meursault, Vougeot, T
288 -> 1599.71438896612 : Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Marsannay-, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Nan-sous-T, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Savigny-le, Is-sur-Til, Dijon, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Noidan, Arnay-le-D, Meursault, Vougeot, T
289 -> 1599.71438896612 : Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Marsannay-, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Nan-sous-T, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Savigny-le, Is-sur-Til, Dijon, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Noidan, Arnay-le-D, Meursault, Vougeot, T
290 -> 1599.71438896612 : Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Marsannay-, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Nan-sous-T, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Savigny-le, Is-sur-Til, Dijon, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Noidan, Arnay-le-D, Meursault, Vougeot, T
291 -> 1599.71438896612 : Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Marsannay-, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Nan-sous-T, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Savigny-le, Is-sur-Til, Dijon, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Noidan, Arnay-le-D, Meursault, Vougeot, T
292 -> 1599.71438896612 : Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Marsannay-, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Nan-sous-T, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Savigny-le, Is-sur-Til, Dijon, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Noidan, Arnay-le-D, Meursault, Vougeot, T
293 -> 1595.69706776531 : Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Marsannay-, Vic-sous-T, Fontangy, Semur-en-A, Brianny, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Nan-sous-T, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Savigny-le, Is-sur-Til, Dijon, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Noidan, Arnay-le-D, Meursault, Vougeot, T
294 -> 1589.37756935422 : Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Marsannay-, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Nan-sous-T, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Savigny-le, Is-sur-Til, Marsannay-, Dijon, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Noidan, Arnay-le-D, Meursault, Vougeot, T
295 -> 1589.37756935422 : Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Marsannay-, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Nan-sous-T, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Savigny-le, Is-sur-Til, Marsannay-, Dijon, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Noidan, Arnay-le-D, Meursault, Vougeot, T
296 -> 1589.37756935422 : Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Marsannay-, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Nan-sous-T, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Savigny-le, Is-sur-Til, Marsannay-, Dijon, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Noidan, Arnay-le-D, Meursault, Vougeot, T
297 -> 1589.37756935422 : Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Marsannay-, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Nan-sous-T, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Savigny-le, Is-sur-Til, Marsannay-, Dijon, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Noidan, Arnay-le-D, Meursault, Vougeot, T
298 -> 1589.37756935422 : Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Marsannay-, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Nan-sous-T, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Savigny-le, Is-sur-Til, Marsannay-, Dijon, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Noidan, Arnay-le-D, Meursault, Vougeot, T
299 -> 1577.95326147253 : Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Savigny-le, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Nan-sous-T, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Dijon, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Noidan, Arnay-le-D, Meursault, Vougeot, T
300 -> 1577.95326147253 : Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Savigny-le, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Nan-sous-T, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Dijon, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Noidan, Arnay-le-D, Meursault, Vougeot, T
301 -> 1577.95326147253 : Marcigny-s, Laignes, Dompierre-, Braux, Clamerey, Nuits-Sain, Ahuy, Curtil-Sai, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Savigny-le, Marsannay-, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Bierre-les, Nan-sous-T, Aisy-sous-, Roilly, Baigneux-l, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Dijon, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Beaune, Vitteaux, Montbard, Normier, Alise-Sain, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Noidan, Arnay-le-D, Meursault, Vougeot, T
