0 -> 2832.75152567941 : Auxonne, Ahuy, Dijon, Vix, Saulieu, Bligny-sur, Normier, Semur-en-A, Vitteaux, Blaisy-Bas, Saussy, Saint-Juli, Baigneux-l, Nan-sous-T, Marsannay-, Clamerey, Pommard, Pontailler, Is-sur-Til, Brazey-en-, Montbard, Saulon-la-, Seurre, Leuglay, Laignes, Saint-Apol, Losne, Chenove, Marsannay-, Genlis, Epagny, Fontangy, Beaune, Savigny-le, Vougeot, Marcigny-s, Arcenant, Chamboeuf, Pouilly-en, Aisy-sous-, Montigny-S, Vic-sous-T, Arnay-le-D, Dompierre-, Alise-Sain, Santenay, Curtil-Sai, Salives, Roilly, Arc-sur-Ti, Aisey-sur-, T, Selongey, Précy-sous, Mirebeau-s, Meursault, Nuits-Sain, Longvic, Brianny, Bierre-les, Braux, Noidan, Aloxe-Cort, Prenois, Fleurey-su, Quetigny
170 -> 1868.9835187329 : Marcigny-s, Dompierre-, Braux, Nuits-Sain, Epagny, Selongey, Marsannay-, Curtil-Sai, Marsannay-, Beaune, Fontangy, Vic-sous-T, Montbard, Bligny-sur, Saint-Apol, Brazey-en-, Mirebeau-s, Pontailler, Arc-sur-Ti, Savigny-le, Quetigny, Longvic, Dijon, Chenove, Salives, Saussy, Prenois, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Nan-sous-T, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Ahuy, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Auxonne, Losne, Seurre, Vitteaux, Normier, Blaisy-Bas, Alise-Sain, Baigneux-l, Chamboeuf, Arcenant, Pouilly-en, Bierre-les, Brianny, Aisy-sous-, Noidan, Semur-en-A, Arnay-le-D, Fleurey-su, Meursault, Clamerey, Laignes, Vougeot, T
171 -> 1868.9835187329 : Marcigny-s, Dompierre-, Braux, Nuits-Sain, Epagny, Selongey, Marsannay-, Curtil-Sai, Marsannay-, Beaune, Fontangy, Vic-sous-T, Montbard, Bligny-sur, Saint-Apol, Brazey-en-, Mirebeau-s, Pontailler, Arc-sur-Ti, Savigny-le, Quetigny, Longvic, Dijon, Chenove, Salives, Saussy, Prenois, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Nan-sous-T, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Ahuy, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Auxonne, Losne, Seurre, Vitteaux, Normier, Blaisy-Bas, Alise-Sain, Baigneux-l, Chamboeuf, Arcenant, Pouilly-en, Bierre-les, Brianny, Aisy-sous-, Noidan, Semur-en-A, Arnay-le-D, Fleurey-su, Meursault, Clamerey, Laignes, Vougeot, T
172 -> 1868.9835187329 : Marcigny-s, Dompierre-, Braux, Nuits-Sain, Epagny, Selongey, Marsannay-, Curtil-Sai, Marsannay-, Beaune, Fontangy, Vic-sous-T, Montbard, Bligny-sur, Saint-Apol, Brazey-en-, Mirebeau-s, Pontailler, Arc-sur-Ti, Savigny-le, Quetigny, Longvic, Dijon, Chenove, Salives, Saussy, Prenois, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Nan-sous-T, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Ahuy, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Auxonne, Losne, Seurre, Vitteaux, Normier, Blaisy-Bas, Alise-Sain, Baigneux-l, Chamboeuf, Arcenant, Pouilly-en, Bierre-les, Brianny, Aisy-sous-, Noidan, Semur-en-A, Arnay-le-D, Fleurey-su, Meursault, Clamerey, Laignes, Vougeot, T
173 -> 1864.56272471212 : Marcigny-s, Dompierre-, Bligny-sur, Braux, Nuits-Sain, Epagny, Selongey, Marsannay-, Ahuy, Curtil-Sai, Marsannay-, Beaune, Fontangy, Semur-en-A, Vic-sous-T, Montbard, Saint-Apol, Brazey-en-, Seurre, Mirebeau-s, Pontailler, Arc-sur-Ti, Auxonne, Savigny-le, Quetigny, Longvic, Dijon, Chenove, Salives, Saussy, Prenois, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Nan-sous-T, Aisy-sous-, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Losne, Vitteaux, Normier, Alise-Sain, Baigneux-l, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Bierre-les, Brianny, Noidan, Arnay-le-D, Meursault, Clamerey, Laignes, Vougeot, T
174 -> 1864.56272471212 : Marcigny-s, Dompierre-, Bligny-sur, Braux, Nuits-Sain, Epagny, Selongey, Marsannay-, Ahuy, Curtil-Sai, Marsannay-, Beaune, Fontangy, Semur-en-A, Vic-sous-T, Montbard, Saint-Apol, Brazey-en-, Seurre, Mirebeau-s, Pontailler, Arc-sur-Ti, Auxonne, Savigny-le, Quetigny, Longvic, Dijon, Chenove, Salives, Saussy, Prenois, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Nan-sous-T, Aisy-sous-, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Losne, Vitteaux, Normier, Alise-Sain, Baigneux-l, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Bierre-les, Brianny, Noidan, Arnay-le-D, Meursault, Clamerey, Laignes, Vougeot, T
175 -> 1864.56272471212 : Marcigny-s, Dompierre-, Bligny-sur, Braux, Nuits-Sain, Epagny, Selongey, Marsannay-, Ahuy, Curtil-Sai, Marsannay-, Beaune, Fontangy, Semur-en-A, Vic-sous-T, Montbard, Saint-Apol, Brazey-en-, Seurre, Mirebeau-s, Pontailler, Arc-sur-Ti, Auxonne, Savigny-le, Quetigny, Longvic, Dijon, Chenove, Salives, Saussy, Prenois, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Nan-sous-T, Aisy-sous-, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Losne, Vitteaux, Normier, Alise-Sain, Baigneux-l, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Bierre-les, Brianny, Noidan, Arnay-le-D, Meursault, Clamerey, Laignes, Vougeot, T
176 -> 1862.36130413497 : Marcigny-s, Dompierre-, Braux, Nuits-Sain, Epagny, Selongey, Marsannay-, Ahuy, Curtil-Sai, Marsannay-, Beaune, Fontangy, Vic-sous-T, Montbard, Saint-Apol, Brazey-en-, Seurre, Mirebeau-s, Pontailler, Arc-sur-Ti, Auxonne, Bligny-sur, Savigny-le, Quetigny, Longvic, Dijon, Chenove, Salives, Saussy, Prenois, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Nan-sous-T, Aisy-sous-, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Losne, Vitteaux, Normier, Alise-Sain, Baigneux-l, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Semur-en-A, Bierre-les, Brianny, Noidan, Arnay-le-D, Meursault, Clamerey, Laignes, Vougeot, T
177 -> 1854.38000221765 : Marcigny-s, Dompierre-, Braux, Nuits-Sain, T, Epagny, Selongey, Marsannay-, Curtil-Sai, Marsannay-, Beaune, Fontangy, Vic-sous-T, Montbard, Bligny-sur, Saint-Apol, Brazey-en-, Mirebeau-s, Pontailler, Arc-sur-Ti, Savigny-le, Quetigny, Longvic, Dijon, Chenove, Salives, Saussy, Prenois, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Nan-sous-T, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Ahuy, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Auxonne, Losne, Seurre, Vitteaux, Normier, Blaisy-Bas, Alise-Sain, Baigneux-l, Chamboeuf, Arcenant, Pouilly-en, Bierre-les, Brianny, Aisy-sous-, Noidan, Semur-en-A, Arnay-le-D, Fleurey-su, Meursault, Clamerey, Laignes, Vougeot
178 -> 1854.38000221765 : Marcigny-s, Dompierre-, Braux, Nuits-Sain, T, Epagny, Selongey, Marsannay-, Curtil-Sai, Marsannay-, Beaune, Fontangy, Vic-sous-T, Montbard, Bligny-sur, Saint-Apol, Brazey-en-, Mirebeau-s, Pontailler, Arc-sur-Ti, Savigny-le, Quetigny, Longvic, Dijon, Chenove, Salives, Saussy, Prenois, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Nan-sous-T, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Ahuy, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Auxonne, Losne, Seurre, Vitteaux, Normier, Blaisy-Bas, Alise-Sain, Baigneux-l, Chamboeuf, Arcenant, Pouilly-en, Bierre-les, Brianny, Aisy-sous-, Noidan, Semur-en-A, Arnay-le-D, Fleurey-su, Meursault, Clamerey, Laignes, Vougeot
179 -> 1854.38000221765 : Marcigny-s, Dompierre-, Braux, Nuits-Sain, T, Epagny, Selongey, Marsannay-, Curtil-Sai, Marsannay-, Beaune, Fontangy, Vic-sous-T, Montbard, Bligny-sur, Saint-Apol, Brazey-en-, Mirebeau-s, Pontailler, Arc-sur-Ti, Savigny-le, Quetigny, Longvic, Dijon, Chenove, Salives, Saussy, Prenois, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Nan-sous-T, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Ahuy, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Auxonne, Losne, Seurre, Vitteaux, Normier, Blaisy-Bas, Alise-Sain, Baigneux-l, Chamboeuf, Arcenant, Pouilly-en, Bierre-les, Brianny, Aisy-sous-, Noidan, Semur-en-A, Arnay-le-D, Fleurey-su, Meursault, Clamerey, Laignes, Vougeot
180 -> 1854.38000221765 : Marcigny-s, Dompierre-, Braux, Nuits-Sain, T, Epagny, Selongey, Marsannay-, Curtil-Sai, Marsannay-, Beaune, Fontangy, Vic-sous-T, Montbard, Bligny-sur, Saint-Apol, Brazey-en-, Mirebeau-s, Pontailler, Arc-sur-Ti, Savigny-le, Quetigny, Longvic, Dijon, Chenove, Salives, Saussy, Prenois, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Nan-sous-T, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Ahuy, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Auxonne, Losne, Seurre, Vitteaux, Normier, Blaisy-Bas, Alise-Sain, Baigneux-l, Chamboeuf, Arcenant, Pouilly-en, Bierre-les, Brianny, Aisy-sous-, Noidan, Semur-en-A, Arnay-le-D, Fleurey-su, Meursault, Clamerey, Laignes, Vougeot
181 -> 1854.38000221765 : Marcigny-s, Dompierre-, Braux, Nuits-Sain, T, Epagny, Selongey, Marsannay-, Curtil-Sai, Marsannay-, Beaune, Fontangy, Vic-sous-T, Montbard, Bligny-sur, Saint-Apol, Brazey-en-, Mirebeau-s, Pontailler, Arc-sur-Ti, Savigny-le, Quetigny, Longvic, Dijon, Chenove, Salives, Saussy, Prenois, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Nan-sous-T, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Ahuy, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Auxonne, Losne, Seurre, Vitteaux, Normier, Blaisy-Bas, Alise-Sain, Baigneux-l, Chamboeuf, Arcenant, Pouilly-en, Bierre-les, Brianny, Aisy-sous-, Noidan, Semur-en-A, Arnay-le-D, Fleurey-su, Meursault, Clamerey, Laignes, Vougeot
182 -> 1854.38000221765 : Marcigny-s, Dompierre-, Braux, Nuits-Sain, T, Epagny, Selongey, Marsannay-, Curtil-Sai, Marsannay-, Beaune, Fontangy, Vic-sous-T, Montbard, Bligny-sur, Saint-Apol, Brazey-en-, Mirebeau-s, Pontailler, Arc-sur-Ti, Savigny-le, Quetigny, Longvic, Dijon, Chenove, Salives, Saussy, Prenois, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Nan-sous-T, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Ahuy, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Auxonne, Losne, Seurre, Vitteaux, Normier, Blaisy-Bas, Alise-Sain, Baigneux-l, Chamboeuf, Arcenant, Pouilly-en, Bierre-les, Brianny, Aisy-sous-, Noidan, Semur-en-A, Arnay-le-D, Fleurey-su, Meursault, Clamerey, Laignes, Vougeot
183 -> 1854.38000221765 : Marcigny-s, Dompierre-, Braux, Nuits-Sain, T, Epagny, Selongey, Marsannay-, Curtil-Sai, Marsannay-, Beaune, Fontangy, Vic-sous-T, Montbard, Bligny-sur, Saint-Apol, Brazey-en-, Mirebeau-s, Pontailler, Arc-sur-Ti, Savigny-le, Quetigny, Longvic, Dijon, Chenove, Salives, Saussy, Prenois, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Nan-sous-T, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Ahuy, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Auxonne, Losne, Seurre, Vitteaux, Normier, Blaisy-Bas, Alise-Sain, Baigneux-l, Chamboeuf, Arcenant, Pouilly-en, Bierre-les, Brianny, Aisy-sous-, Noidan, Semur-en-A, Arnay-le-D, Fleurey-su, Meursault, Clamerey, Laignes, Vougeot
184 -> 1851.52645311532 : Marcigny-s, Dompierre-, Bligny-sur, Braux, Nuits-Sain, Selongey, Marsannay-, Ahuy, Curtil-Sai, Marsannay-, Beaune, Fontangy, Semur-en-A, Vic-sous-T, Montbard, Saint-Apol, Brazey-en-, Seurre, Mirebeau-s, Pontailler, Arc-sur-Ti, Auxonne, Savigny-le, Quetigny, Longvic, Dijon, Chenove, Salives, Saussy, Prenois, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Nan-sous-T, Aisy-sous-, Roilly, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Vitteaux, Normier, Alise-Sain, Baigneux-l, Chamboeuf, Losne, Arcenant, Fleurey-su, Pouilly-en, Bierre-les, Brianny, Noidan, Arnay-le-D, Meursault, Clamerey, Laignes, Vougeot, T
185 -> 1851.52645311532 : Marcigny-s, Dompierre-, Bligny-sur, Braux, Nuits-Sain, Selongey, Marsannay-, Ahuy, Curtil-Sai, Marsannay-, Beaune, Fontangy, Semur-en-A, Vic-sous-T, Montbard, Saint-Apol, Brazey-en-, Seurre, Mirebeau-s, Pontailler, Arc-sur-Ti, Auxonne, Savigny-le, Quetigny, Longvic, Dijon, Chenove, Salives, Saussy, Prenois, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Nan-sous-T, Aisy-sous-, Roilly, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Vitteaux, Normier, Alise-Sain, Baigneux-l, Chamboeuf, Losne, Arcenant, Fleurey-su, Pouilly-en, Bierre-les, Brianny, Noidan, Arnay-le-D, Meursault, Clamerey, Laignes, Vougeot, T
186 -> 1850.46816183687 : Marcigny-s, Dompierre-, Bligny-sur, Braux, Nuits-Sain, Selongey, Marsannay-, Ahuy, Curtil-Sai, Marsannay-, Beaune, Fontangy, Semur-en-A, Vic-sous-T, Montbard, Saint-Apol, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Savigny-le, Quetigny, Longvic, Dijon, Chenove, Salives, Saussy, Prenois, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Nan-sous-T, Aisy-sous-, Roilly, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Losne, Vitteaux, Normier, Alise-Sain, Baigneux-l, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Bierre-les, Brianny, Noidan, Arnay-le-D, Meursault, Clamerey, Laignes, Vougeot, T
187 -> 1850.46816183687 : Marcigny-s, Dompierre-, Bligny-sur, Braux, Nuits-Sain, Selongey, Marsannay-, Ahuy, Curtil-Sai, Marsannay-, Beaune, Fontangy, Semur-en-A, Vic-sous-T, Montbard, Saint-Apol, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Savigny-le, Quetigny, Longvic, Dijon, Chenove, Salives, Saussy, Prenois, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Nan-sous-T, Aisy-sous-, Roilly, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Losne, Vitteaux, Normier, Alise-Sain, Baigneux-l, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Bierre-les, Brianny, Noidan, Arnay-le-D, Meursault, Clamerey, Laignes, Vougeot, T
188 -> 1850.46816183687 : Marcigny-s, Dompierre-, Bligny-sur, Braux, Nuits-Sain, Selongey, Marsannay-, Ahuy, Curtil-Sai, Marsannay-, Beaune, Fontangy, Semur-en-A, Vic-sous-T, Montbard, Saint-Apol, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Savigny-le, Quetigny, Longvic, Dijon, Chenove, Salives, Saussy, Prenois, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Nan-sous-T, Aisy-sous-, Roilly, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Losne, Vitteaux, Normier, Alise-Sain, Baigneux-l, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Bierre-les, Brianny, Noidan, Arnay-le-D, Meursault, Clamerey, Laignes, Vougeot, T
189 -> 1850.46816183687 : Marcigny-s, Dompierre-, Bligny-sur, Braux, Nuits-Sain, Selongey, Marsannay-, Ahuy, Curtil-Sai, Marsannay-, Beaune, Fontangy, Semur-en-A, Vic-sous-T, Montbard, Saint-Apol, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Savigny-le, Quetigny, Longvic, Dijon, Chenove, Salives, Saussy, Prenois, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Nan-sous-T, Aisy-sous-, Roilly, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Losne, Vitteaux, Normier, Alise-Sain, Baigneux-l, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Bierre-les, Brianny, Noidan, Arnay-le-D, Meursault, Clamerey, Laignes, Vougeot, T
190 -> 1850.46816183687 : Marcigny-s, Dompierre-, Bligny-sur, Braux, Nuits-Sain, Selongey, Marsannay-, Ahuy, Curtil-Sai, Marsannay-, Beaune, Fontangy, Semur-en-A, Vic-sous-T, Montbard, Saint-Apol, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Savigny-le, Quetigny, Longvic, Dijon, Chenove, Salives, Saussy, Prenois, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Nan-sous-T, Aisy-sous-, Roilly, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Losne, Vitteaux, Normier, Alise-Sain, Baigneux-l, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Bierre-les, Brianny, Noidan, Arnay-le-D, Meursault, Clamerey, Laignes, Vougeot, T
191 -> 1850.46816183687 : Marcigny-s, Dompierre-, Bligny-sur, Braux, Nuits-Sain, Selongey, Marsannay-, Ahuy, Curtil-Sai, Marsannay-, Beaune, Fontangy, Semur-en-A, Vic-sous-T, Montbard, Saint-Apol, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Savigny-le, Quetigny, Longvic, Dijon, Chenove, Salives, Saussy, Prenois, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Nan-sous-T, Aisy-sous-, Roilly, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Losne, Vitteaux, Normier, Alise-Sain, Baigneux-l, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Bierre-les, Brianny, Noidan, Arnay-le-D, Meursault, Clamerey, Laignes, Vougeot, T
192 -> 1850.46816183687 : Marcigny-s, Dompierre-, Bligny-sur, Braux, Nuits-Sain, Selongey, Marsannay-, Ahuy, Curtil-Sai, Marsannay-, Beaune, Fontangy, Semur-en-A, Vic-sous-T, Montbard, Saint-Apol, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Savigny-le, Quetigny, Longvic, Dijon, Chenove, Salives, Saussy, Prenois, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Nan-sous-T, Aisy-sous-, Roilly, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Losne, Vitteaux, Normier, Alise-Sain, Baigneux-l, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Bierre-les, Brianny, Noidan, Arnay-le-D, Meursault, Clamerey, Laignes, Vougeot, T
193 -> 1850.46816183687 : Marcigny-s, Dompierre-, Bligny-sur, Braux, Nuits-Sain, Selongey, Marsannay-, Ahuy, Curtil-Sai, Marsannay-, Beaune, Fontangy, Semur-en-A, Vic-sous-T, Montbard, Saint-Apol, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Savigny-le, Quetigny, Longvic, Dijon, Chenove, Salives, Saussy, Prenois, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Nan-sous-T, Aisy-sous-, Roilly, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Losne, Vitteaux, Normier, Alise-Sain, Baigneux-l, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Bierre-les, Brianny, Noidan, Arnay-le-D, Meursault, Clamerey, Laignes, Vougeot, T
194 -> 1850.46816183687 : Marcigny-s, Dompierre-, Bligny-sur, Braux, Nuits-Sain, Selongey, Marsannay-, Ahuy, Curtil-Sai, Marsannay-, Beaune, Fontangy, Semur-en-A, Vic-sous-T, Montbard, Saint-Apol, Brazey-en-, Seurre, Mirebeau-s, Arc-sur-Ti, Auxonne, Pontailler, Savigny-le, Quetigny, Longvic, Dijon, Chenove, Salives, Saussy, Prenois, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Nan-sous-T, Aisy-sous-, Roilly, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Losne, Vitteaux, Normier, Alise-Sain, Baigneux-l, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en, Bierre-les, Brianny, Noidan, Arnay-le-D, Meursault, Clamerey, Laignes, Vougeot, T
195 -> 1805.20417805785 : Marcigny-s, Dompierre-, Bligny-sur, Nuits-Sain, Selongey, Marsannay-, Ahuy, Curtil-Sai, Marsannay-, Beaune, Fontangy, Semur-en-A, Vic-sous-T, Montbard, Saint-Apol, Brazey-en-, Seurre, Mirebeau-s, Pontailler, Arc-sur-Ti, Auxonne, Savigny-le, Quetigny, Longvic, Dijon, Chenove, Salives, Saussy, Prenois, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Nan-sous-T, Aisy-sous-, Roilly, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Vitteaux, Normier, Alise-Sain, Braux, Baigneux-l, Chamboeuf, Losne, Arcenant, Fleurey-su, Pouilly-en, Bierre-les, Brianny, Noidan, Arnay-le-D, Meursault, Clamerey, Laignes, Vougeot, T
196 -> 1805.20417805785 : Marcigny-s, Dompierre-, Bligny-sur, Nuits-Sain, Selongey, Marsannay-, Ahuy, Curtil-Sai, Marsannay-, Beaune, Fontangy, Semur-en-A, Vic-sous-T, Montbard, Saint-Apol, Brazey-en-, Seurre, Mirebeau-s, Pontailler, Arc-sur-Ti, Auxonne, Savigny-le, Quetigny, Longvic, Dijon, Chenove, Salives, Saussy, Prenois, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Nan-sous-T, Aisy-sous-, Roilly, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Vitteaux, Normier, Alise-Sain, Braux, Baigneux-l, Chamboeuf, Losne, Arcenant, Fleurey-su, Pouilly-en, Bierre-les, Brianny, Noidan, Arnay-le-D, Meursault, Clamerey, Laignes, Vougeot, T
197 -> 1805.20417805785 : Marcigny-s, Dompierre-, Bligny-sur, Nuits-Sain, Selongey, Marsannay-, Ahuy, Curtil-Sai, Marsannay-, Beaune, Fontangy, Semur-en-A, Vic-sous-T, Montbard, Saint-Apol, Brazey-en-, Seurre, Mirebeau-s, Pontailler, Arc-sur-Ti, Auxonne, Savigny-le, Quetigny, Longvic, Dijon, Chenove, Salives, Saussy, Prenois, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Nan-sous-T, Aisy-sous-, Roilly, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Vitteaux, Normier, Alise-Sain, Braux, Baigneux-l, Chamboeuf, Losne, Arcenant, Fleurey-su, Pouilly-en, Bierre-les, Brianny, Noidan, Arnay-le-D, Meursault, Clamerey, Laignes, Vougeot, T
198 -> 1805.20417805785 : Marcigny-s, Dompierre-, Bligny-sur, Nuits-Sain, Selongey, Marsannay-, Ahuy, Curtil-Sai, Marsannay-, Beaune, Fontangy, Semur-en-A, Vic-sous-T, Montbard, Saint-Apol, Brazey-en-, Seurre, Mirebeau-s, Pontailler, Arc-sur-Ti, Auxonne, Savigny-le, Quetigny, Longvic, Dijon, Chenove, Salives, Saussy, Prenois, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Nan-sous-T, Aisy-sous-, Roilly, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Vitteaux, Normier, Alise-Sain, Braux, Baigneux-l, Chamboeuf, Losne, Arcenant, Fleurey-su, Pouilly-en, Bierre-les, Brianny, Noidan, Arnay-le-D, Meursault, Clamerey, Laignes, Vougeot, T
199 -> 1805.20417805785 : Marcigny-s, Dompierre-, Bligny-sur, Nuits-Sain, Selongey, Marsannay-, Ahuy, Curtil-Sai, Marsannay-, Beaune, Fontangy, Semur-en-A, Vic-sous-T, Montbard, Saint-Apol, Brazey-en-, Seurre, Mirebeau-s, Pontailler, Arc-sur-Ti, Auxonne, Savigny-le, Quetigny, Longvic, Dijon, Chenove, Salives, Saussy, Prenois, Blaisy-Bas, Précy-sous, Montigny-S, Saulieu, Vix, Aisey-sur-, Nan-sous-T, Aisy-sous-, Roilly, Leuglay, Epagny, Saint-Juli, Is-sur-Til, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Vitteaux, Normier, Alise-Sain, Braux, Baigneux-l, Chamboeuf, Losne, Arcenant, Fleurey-su, Pouilly-en, Bierre-les, Brianny, Noidan, Arnay-le-D, Meursault, Clamerey, Laignes, Vougeot, T
